time_ms,J1,J2,J3,J4,J5,gripper
41,89.05598759651184,133.97248510346594,117.65294871187771,94.43702829452585,80.37568016267358,open
86,89.05598759651184,137.38874565880283,117.65294871187771,94.43702829452585,78.12948759044255,open
134,89.05598759651184,137.38874565880283,117.65294871187771,91.86530104828307,75.34829416855915,open
179,89.05598759651184,139.4281800340217,117.65294871187771,91.86530104828307,72.79138196369726,open
225,89.05598759651184,139.4281800340217,117.65294871187771,89.81403210774252,70.47295066151233,open
270,89.05598759651184,139.4281800340217,117.65294871187771,89.81403210774252,68.20786513819766,open
315,89.05598759651184,139.4281800340217,117.65294871187771,89.81403210774252,68.20786513819766,open
362,91.17593705654144,141.64881992745848,117.65294871187771,89.81403210774252,64.84958914227242,open
404,91.17593705654144,141.64881992745848,117.65294871187771,89.81403210774252,64.84958914227242,open
448,91.17593705654144,141.64881992745848,117.65294871187771,89.81403210774252,64.84958914227242,open
490,91.17593705654144,141.64881992745848,117.65294871187771,89.81403210774252,64.84958914227242,open
538,91.17593705654144,141.64881992745848,117.65294871187771,89.81403210774252,64.84958914227242,open
583,91.17593705654144,143.79007419121967,117.65294871187771,93.01559522438555,67.15586651532905,open
629,91.17593705654144,143.79007419121967,117.65294871187771,96.52632895225466,67.15586651532905,open
673,93.69489789009094,147.2378452227581,117.65294871187771,98.60147818654741,67.15586651532905,open
715,93.69489789009094,147.2378452227581,117.65294871187771,98.60147818654741,67.15586651532905,open
763,93.69489789009094,150.97874889681503,117.65294871187771,98.60147818654741,70.56741927952088,open
807,96.68449103832245,153.37741154023757,117.65294871187771,98.60147818654741,70.56741927952088,open
852,96.68449103832245,155.58581014453563,117.65294871187771,98.60147818654741,72.6051656320317,open
897,96.68449103832245,155.58581014453563,117.65294871187771,95.6154907068748,72.6051656320317,open
943,98.74495506286621,158.59144935827214,117.65294871187771,95.6154907068748,72.6051656320317,open
986,98.74495506286621,158.59144935827214,117.65294871187771,95.6154907068748,69.66534063916363,open
