time_ms,J1,J2,J3,J4,J5,gripper
40,90.0,89.71754034363556,96.20974439063447,84.07271526572995,89.33799107400125,open
83,90.0,90.0141511847988,95.91864915534451,84.06719965985667,89.26789602444339,open
126,90.0,90.12998089840178,96.0455219559192,83.824497145679,89.25526958087562,open
173,90.0,90.10650792596408,96.3812342449669,83.512257829069,89.10230586642012,open
217,90.0,89.91307413264931,97.1357855644605,82.95114030289017,88.88465480488154,open
261,90.0,89.76225527385881,97.39501826797151,82.84272645816966,88.39859329037014,open
307,90.0,89.51323763941247,97.74307934438511,82.7436830162024,88.31308337602192,open
349,90.0,89.51388200480281,97.22242089672578,83.2636970984714,88.70038982244213,open
392,90.0,89.63647554140891,96.72271011650567,83.6408143420854,89.52833856476741,open
435,90.0,89.51390935910102,97.1489719365972,83.33711870430176,90.13327757822728,open
481,90.0,89.03839601729595,98.55560073880183,82.4060032439022,90.45578065563794,open
528,90.0,88.48481105504341,100.1860493333814,81.32913961157516,90.52996622847922,open
572,90.0,88.2243649351374,100.98957685888716,80.78605820597542,89.9641819257098,open
614,90.0,88.37777898720975,100.69140016272758,80.93082085006264,88.75651568845197,open
660,90.0,88.72405226911926,99.85069608335449,81.42525164752624,87.21623178134294,open
705,90.0,89.35200441554593,98.18962131312516,82.45837427132889,86.25883371876094,open
751,90.0,89.91252908779835,96.46671808465636,83.62075282754526,85.98159309253913,open
794,90.0,90.44521759399134,94.45343418971233,85.10134821629632,86.25343958877113,open
840,90.0,90.77608692443697,92.7171440394575,86.50676903610552,86.69640348315616,open
885,90.0,91.06962915088073,91.11974335883394,87.81062749028531,87.18747432042974,open
927,90.0,91.23364712683073,90.15650661518822,88.60984625798102,87.70444115147765,open
972,90.0,91.33181885725975,89.6698771349332,88.99830400780702,88.08582802182536,open
1015,90.0,91.41565950335246,89.39625580861583,89.18808468803168,88.37588406647978,open
1062,90.0,91.49913518385452,89.22438965136335,89.2764751647821,88.50820430865087,open
1106,90.0,91.54164684646705,89.20205356834661,89.25629958518634,88.45430710470632,open
1151,90.0,91.55377849958629,89.38326210591747,89.06295939449625,88.23595100172619,open
1198,90.0,91.54417959105318,89.7110328572491,88.74478755169771,87.9503910224629,open
1241,90.0,91.57439293072916,90.00912270943844,88.41648435983237,87.77436356390623,open
1287,90.0,91.63990096497054,90.323142113701,88.03695692132844,87.64454099200415,open
1332,90.0,91.70992216939922,90.67212753410037,87.6179502965004,87.59842288025604,open
1375,90.0,91.82101087595495,90.866770989085,87.31221813496005,88.13575294556856,open
1419,90.0,91.87923251134121,90.86607495896665,87.25469252969212,89.27335924552577,open
1466,90.0,91.88561101260532,90.78683275356205,87.3275562338326,91.3739399385903,open
1510,90.0,91.76617407223824,90.98523761053896,87.24858831722278,93.69782034967918,open
1556,90.0,91.66328275001686,91.27756017332729,87.05915707665582,95.9950003956383,open
1603,90.0,91.62727549810968,91.3337499715453,87.038974530345,97.36873645636354,open
1648,90.0,91.65957191348654,91.34214462271096,86.99828346380248,98.22475543257534,open
1691,90.0,91.72998710707954,91.39036890924494,86.8796439836755,98.7726346738798,open
1734,90.0,91.7704860367133,91.8148320635154,86.41468189977128,99.47826791500461,open
1780,90.0,91.74922424443237,92.39634213009005,85.85443362547757,100.03785766986672,open
1821,90.0,91.75707332979354,92.80530552403302,85.43762114617344,100.62239522394319,open
